"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_9244","","Putative PTS system glucitol/sorbitol-specific IIA component;hypothetical protein","72","10","4","143","94.73684210526315","93.4640522875817","257.4","4.496624061492835e-43","4.9970983195369875e-39","3.446274703128957e-41","3","1","3","0.25","1.0"
"group_9242","","Ner winged helix-turn-helix DNA-binding domain-containing protein;hypothetical protein","72","10","4","143","94.73684210526315","93.4640522875817","257.4","4.496624061492835e-43","4.9970983195369875e-39","3.446274703128957e-41","3","1","3","0.25","1.0"
"group_5590","","PTS glucitol/sorbitol transporter subunit IIC","72","10","4","143","94.73684210526315","93.4640522875817","257.4","4.496624061492835e-43","4.9970983195369875e-39","3.446274703128957e-41","3","1","3","0.25","1.0"
"group_813","","Inositol 2-dehydrogenase;hypothetical protein","72","10","4","143","94.73684210526315","93.4640522875817","257.4","4.496624061492835e-43","4.9970983195369875e-39","3.446274703128957e-41","3","1","3","0.25","1.0"
"group_212","","PTS system glucitol/sorbitol-specific EIIB component","72","10","4","143","94.73684210526315","93.4640522875817","257.4","4.496624061492835e-43","4.9970983195369875e-39","3.446274703128957e-41","3","1","3","0.25","1.0"
"casA","casA","CRISPR system Cascade subunit CasA","74","14","2","139","97.36842105263158","90.84967320261438","367.35714285714283","7.138311080603972e-43","7.932805103875195e-39","5.218950726233681e-41","3","1","2","1.0","1.0"
"casD","casD","CRISPR system Cascade subunit CasD","74","14","2","139","97.36842105263158","90.84967320261438","367.35714285714283","7.138311080603972e-43","7.932805103875195e-39","5.218950726233681e-41","3","1","2","1.0","1.0"
"group_7587","","DUF6883 domain-containing protein","74","14","2","139","97.36842105263158","90.84967320261438","367.35714285714283","7.138311080603972e-43","7.932805103875195e-39","5.218950726233681e-41","3","1","2","1.0","1.0"
"group_5300","","CRISPR-associated endoribonuclease Cas2","74","14","2","139","97.36842105263158","90.84967320261438","367.35714285714283","7.138311080603972e-43","7.932805103875195e-39","5.218950726233681e-41","3","1","2","1.0","1.0"
"group_3312","","CRISPR-associated endonuclease Cas1 2","74","14","2","139","97.36842105263158","90.84967320261438","367.35714285714283","7.138311080603972e-43","7.932805103875195e-39","5.218950726233681e-41","3","1","2","1.0","1.0"
"group_601","","CRISPR-associated endoribonuclease Cse3","74","14","2","139","97.36842105263158","90.84967320261438","367.35714285714283","7.138311080603972e-43","7.932805103875195e-39","5.218950726233681e-41","3","1","2","1.0","1.0"
"casC","casC","CRISPR system Cascade subunit CasC","74","14","2","139","97.36842105263158","90.84967320261438","367.35714285714283","7.138311080603972e-43","7.932805103875195e-39","5.218950726233681e-41","3","1","2","1.0","1.0"
"group_9169","","hypothetical protein","69","6","7","147","90.78947368421053","96.07843137254902","241.5","8.047325703648117e-43","8.942993054464153e-39","5.486498806419726e-41","3","1","3","0.25","1.0"
"group_7781","","ABC-type xenobiotic transporter","69","6","7","147","90.78947368421053","96.07843137254902","241.5","8.047325703648117e-43","8.942993054464153e-39","5.486498806419726e-41","3","1","3","0.25","1.0"
"group_7514","","Lipoprotein","69","6","7","147","90.78947368421053","96.07843137254902","241.5","8.047325703648117e-43","8.942993054464153e-39","5.486498806419726e-41","3","1","3","0.25","1.0"
"mceE","mceE","MceE","69","6","7","147","90.78947368421053","96.07843137254902","241.5","8.047325703648117e-43","8.942993054464153e-39","5.486498806419726e-41","3","1","3","0.25","1.0"
"group_6034","cvaA","Colicin V secretion protein CvaA","69","6","7","147","90.78947368421053","96.07843137254902","241.5","8.047325703648117e-43","8.942993054464153e-39","5.486498806419726e-41","3","1","3","0.25","1.0"
"group_5967","","RTX toxin-activating lysine-acyltransferase","69","6","7","147","90.78947368421053","96.07843137254902","241.5","8.047325703648117e-43","8.942993054464153e-39","5.486498806419726e-41","3","1","3","0.25","1.0"
"group_5935","","Type 11 methyltransferase","69","6","7","147","90.78947368421053","96.07843137254902","241.5","8.047325703648117e-43","8.942993054464153e-39","5.486498806419726e-41","3","1","3","0.25","1.0"
"mceF","mceF","MceF","69","6","7","147","90.78947368421053","96.07843137254902","241.5","8.047325703648117e-43","8.942993054464153e-39","5.486498806419726e-41","3","1","3","0.25","1.0"
"group_3729","","hypothetical protein","69","6","7","147","90.78947368421053","96.07843137254902","241.5","8.047325703648117e-43","8.942993054464153e-39","5.486498806419726e-41","3","1","3","0.25","1.0"
"group_1618","","hypothetical protein","69","6","7","147","90.78947368421053","96.07843137254902","241.5","8.047325703648117e-43","8.942993054464153e-39","5.486498806419726e-41","3","1","3","0.25","1.0"
"group_792","","hypothetical protein","69","6","7","147","90.78947368421053","96.07843137254902","241.5","8.047325703648117e-43","8.942993054464153e-39","5.486498806419726e-41","3","1","3","0.25","1.0"
"group_10136","","hypothetical protein","71","9","5","144","93.42105263157895","94.11764705882352","227.2","1.4936734341355847e-42","1.6599192873548753e-38","1.0121459069237045e-40","3","2","1","1.0","1.0"
"group_1638","","Putative tyrosine-protein kinase in cps region;Tyrosine autokinase;Tyrosine-protein kinase etk;Cryptic autophosphorylating protein tyrosine kinase Etk","0","132","76","21","0.0","13.725490196078432","0.0","1.1198221004831173e-41","1.2444583002668883e-37","7.235222675970281e-40","1","0","1","1.0","1.0"
"group_10229","","Integrase;hypothetical protein","76","21","0","132","100.0","86.27450980392157","inf","1.1198221004831173e-41","1.2444583002668883e-37","7.235222675970281e-40","1","1","0","1.0","1.0"
"group_4919","","2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase","76","21","0","132","100.0","86.27450980392157","inf","1.1198221004831173e-41","1.2444583002668883e-37","7.235222675970281e-40","1","1","0","1.0","1.0"
"group_4648","","L(+)-tartrate dehydratase subunit beta","76","21","0","132","100.0","86.27450980392157","inf","1.1198221004831173e-41","1.2444583002668883e-37","7.235222675970281e-40","1","1","0","1.0","1.0"
"group_4554","","HTH gntR-type domain-containing protein","76","21","0","132","100.0","86.27450980392157","inf","1.1198221004831173e-41","1.2444583002668883e-37","7.235222675970281e-40","1","1","0","1.0","1.0"
"group_4272","","FCD domain-containing protein","76","21","0","132","100.0","86.27450980392157","inf","1.1198221004831173e-41","1.2444583002668883e-37","7.235222675970281e-40","1","1","0","1.0","1.0"
"group_3239","","L(+)-tartrate dehydratase subunit alpha","76","21","0","132","100.0","86.27450980392157","inf","1.1198221004831173e-41","1.2444583002668883e-37","7.235222675970281e-40","1","1","0","1.0","1.0"
"group_2268","","Citrate transporter-like domain-containing protein","76","21","0","132","100.0","86.27450980392157","inf","1.1198221004831173e-41","1.2444583002668883e-37","7.235222675970281e-40","1","1","0","1.0","1.0"
"group_34","","site-specific DNA-methyltransferase (adenine-specific);hypothetical protein","64","2","12","151","84.21052631578947","98.69281045751634","402.6666666666667","1.1695947798679786e-41","1.2997706788672845e-37","7.513125311371587e-40","3","1","2","1.0","1.0"
"group_10180","tgtA5","TgtA5 cluster protein 2","72","13","4","140","94.73684210526315","91.50326797385621","193.84615384615384","1.4305180430957425e-40","1.5897347012922986e-36","9.136406329266084e-39","2","2","1","0.5","1.0"
"group_8059","","mRNA interferase toxin of the HigB-HigA toxin-antitoxin system","70","11","6","142","92.10526315789474","92.81045751633987","150.6060606060606","1.8026914233756152e-39","2.0033309787973213e-35","1.1382562379530236e-37","3","2","1","1.0","1.0"
"higA","higA","Antitoxin HigA","70","11","6","142","92.10526315789474","92.81045751633987","150.6060606060606","1.8026914233756152e-39","2.0033309787973213e-35","1.1382562379530236e-37","3","2","1","1.0","1.0"
"group_31","","DUF4926 domain-containing protein;hypothetical protein","74","19","2","134","97.36842105263158","87.58169934640523","260.94736842105266","2.970647746121454e-39","3.3012808402647714e-35","1.8651304182286844e-37","3","1","2","1.0","1.0"
"group_7841","","hypothetical protein","72","15","4","138","94.73684210526315","90.19607843137256","165.6","4.8207084685969907e-39","5.357253321151835e-35","2.992878950364154e-37","2","2","1","0.5","1.0"
"group_5835","","hypothetical protein","72","15","4","138","94.73684210526315","90.19607843137256","165.6","4.8207084685969907e-39","5.357253321151835e-35","2.992878950364154e-37","2","2","1","0.5","1.0"
"group_5203","","hypothetical protein","75","22","1","131","98.68421052631578","85.62091503267973","446.59090909090907","5.1175869992077624e-39","5.687174432219586e-35","3.1595413512331036e-37","2","1","1","1.0","1.0"
"group_9241","yncE;","YncE family protein;hypothetical protein","61","2","15","151","80.26315789473685","98.69281045751634","307.03333333333336","1.7535214790365496e-38","1.9486884196533175e-34","1.0766234362725511e-36","3","1","2","1.0","1.0"
"group_9296","","hypothetical protein","72","17","4","136","94.73684210526315","88.88888888888889","144.0","1.3118758862205744e-37","1.4578876723569244e-33","8.010371826136948e-36","3","1","3","0.25","1.0"
"higA1","higA1","Antitoxin HigA1","0","125","76","28","0.0","18.30065359477124","0.0","2.0091182725325186e-37","2.232733136265388e-33","1.213441921883363e-35","1","0","1","1.0","1.0"
"group_4073","","hypothetical protein","0","125","76","28","0.0","18.30065359477124","0.0","2.0091182725325186e-37","2.232733136265388e-33","1.213441921883363e-35","1","0","1","1.0","1.0"
"group_5915","","Transposase","76","29","0","124","100.0","81.04575163398692","inf","7.2743937453775624e-37","8.084033769238085e-33","4.3462547146441317e-35","1","1","0","1.0","1.0"
"group_4222","","Bacterial toxin 44 domain-containing protein","76","29","0","124","100.0","81.04575163398692","inf","7.2743937453775624e-37","8.084033769238085e-33","4.3462547146441317e-35","1","1","0","1.0","1.0"
"group_10248","","Alpha-14 glucan phosphorylase;hypothetical protein","76","30","0","123","100.0","80.3921568627451","inf","2.570285790033027e-36","2.856358598463703e-32","1.5274644911570603e-34","1","1","0","1.0","1.0"
"clbA","clbA","colibactin biosynthesis phosphopantetheinyl transferase ClbA","71","17","5","136","93.42105263157895","88.88888888888889","113.6","2.998317714820207e-36","3.3320304764796963e-32","1.7723566364253704e-34","3","1","2","1.0","1.0"
"group_8406","","hypothetical protein","76","31","0","122","100.0","79.73856209150327","inf","8.871631597856069e-36","9.859044194697449e-32","5.21642549983992e-34","2","2","0","0.5","0.5"
"group_10151","","hypothetical protein;Glyoxalase-like domain-containing protein","0","121","76","32","0.0","20.915032679738562","0.0","2.9941756642764277e-35","3.3274274157103943e-31","1.7512775872159968e-33","1","0","1","1.0","1.0"
"clbJ","clbJ","colibactin non-ribosomal peptide synthetase ClbJ","70","17","6","136","92.10526315789474","88.88888888888889","93.33333333333333","5.735975652801123e-35","6.374389742957888e-31","3.3373768287737636e-33","3","1","3","0.25","1.0"
"group_7636","","Conjugal transfer protein","0","120","76","33","0.0","21.568627450980394","0.0","9.889852951702634e-35","1.0990593585227137e-30","5.6946080752472216e-33","1","0","1","1.0","1.0"
"group_6660","","Transmembrane protein","76","33","0","120","100.0","78.43137254901961","inf","9.889852951702634e-35","1.0990593585227137e-30","5.6946080752472216e-33","2","2","0","0.5","0.5"
"group_10591","","Beta-mannosidase B","75","30","1","123","98.68421052631578","80.3921568627451","307.5","2.292403948959955e-34","2.547548508479198e-30","1.2247829367688452e-32","2","1","1","1.0","1.0"
"group_10383","","Globin","75","30","1","123","98.68421052631578","80.3921568627451","307.5","2.292403948959955e-34","2.547548508479198e-30","1.2247829367688452e-32","2","1","1","1.0","1.0"
"group_9828","","DUF3131 domain-containing protein","75","30","1","123","98.68421052631578","80.3921568627451","307.5","2.292403948959955e-34","2.547548508479198e-30","1.2247829367688452e-32","2","1","1","1.0","1.0"
"opgC","opgC;","OpgC protein;hypothetical protein","75","30","1","123","98.68421052631578","80.3921568627451","307.5","2.292403948959955e-34","2.547548508479198e-30","1.2247829367688452e-32","2","1","1","1.0","1.0"
"group_9010","cheY","Chemotaxis regulatory protein CheY","75","30","1","123","98.68421052631578","80.3921568627451","307.5","2.292403948959955e-34","2.547548508479198e-30","1.2247829367688452e-32","2","1","1","1.0","1.0"
"group_8728","","histidine kinase","75","30","1","123","98.68421052631578","80.3921568627451","307.5","2.292403948959955e-34","2.547548508479198e-30","1.2247829367688452e-32","2","1","1","1.0","1.0"
"group_8721","","Anti-sigma factor antagonist","75","30","1","123","98.68421052631578","80.3921568627451","307.5","2.292403948959955e-34","2.547548508479198e-30","1.2247829367688452e-32","2","1","1","1.0","1.0"
"group_7945","","hypothetical protein","75","30","1","123","98.68421052631578","80.3921568627451","307.5","2.292403948959955e-34","2.547548508479198e-30","1.2247829367688452e-32","2","1","1","1.0","1.0"
"group_4572","","Glycosyltransferase 2-like domain-containing protein","75","30","1","123","98.68421052631578","80.3921568627451","307.5","2.292403948959955e-34","2.547548508479198e-30","1.2247829367688452e-32","2","1","1","1.0","1.0"
"group_4570","","DUF3131 domain-containing protein","75","30","1","123","98.68421052631578","80.3921568627451","307.5","2.292403948959955e-34","2.547548508479198e-30","1.2247829367688452e-32","2","1","1","1.0","1.0"
"group_4308","","Fe(3+)-binding periplasmic protein","75","30","1","123","98.68421052631578","80.3921568627451","307.5","2.292403948959955e-34","2.547548508479198e-30","1.2247829367688452e-32","2","1","1","1.0","1.0"
"fbpC","fbpC","Fe(3+) ions import ATP-binding protein FbpC","75","30","1","123","98.68421052631578","80.3921568627451","307.5","2.292403948959955e-34","2.547548508479198e-30","1.2247829367688452e-32","2","1","1","1.0","1.0"
"sfuB","sfuB","Fe(3+)-transport system permease protein SfuB","75","30","1","123","98.68421052631578","80.3921568627451","307.5","2.292403948959955e-34","2.547548508479198e-30","1.2247829367688452e-32","2","1","1","1.0","1.0"
"group_72","","hypothetical protein","75","30","1","123","98.68421052631578","80.3921568627451","307.5","2.292403948959955e-34","2.547548508479198e-30","1.2247829367688452e-32","2","1","1","1.0","1.0"
"group_71","","Anti-sigma factor antagonist","75","30","1","123","98.68421052631578","80.3921568627451","307.5","2.292403948959955e-34","2.547548508479198e-30","1.2247829367688452e-32","2","1","1","1.0","1.0"
